,dsn,x_ds0,y_total,sg
2091,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PP
2092,ds1,MATERIAL DE CONSUMO ,1281,PP
2093,ds2,MATERIAL DE CONSUMO ,1281,PP
2094,ds3,MATERIAL DE CONSUMO ,1281,PP
2095,ds4,MATERIAL DE CONSUMO ,0,PP
2096,ds1,ENERGIA ELÉTRICA ,626,PP
2097,ds2,ENERGIA ELÉTRICA ,626,PP
2098,ds3,ENERGIA ELÉTRICA ,0,PP
2099,ds4,ENERGIA ELÉTRICA ,0,PP
2100,ds1,EVENTOS PROMOCIONAIS ,131,PP
2101,ds2,EVENTOS PROMOCIONAIS ,131,PP
2102,ds3,EVENTOS PROMOCIONAIS ,0,PP
2103,ds4,EVENTOS PROMOCIONAIS ,0,PP
2104,ds1,ATIVO PERMANENTE ,87,PP
2105,ds2,ATIVO PERMANENTE ,87,PP
2106,ds3,ATIVO PERMANENTE ,87,PP
2107,ds4,ATIVO PERMANENTE ,1,PP
2108,ds1,CONVENÇÕES PARTIDÁRIAS ,26,PP
2109,ds2,CONVENÇÕES PARTIDÁRIAS ,26,PP
2110,ds3,CONVENÇÕES PARTIDÁRIAS ,0,PP
2111,ds4,CONVENÇÕES PARTIDÁRIAS ,0,PP
2112,ds1,LANCHES E REFEIÇÕES ,313,PP
2113,ds2,LANCHES E REFEIÇÕES ,313,PP
2114,ds3,LANCHES E REFEIÇÕES ,0,PP
2115,ds4,LANCHES E REFEIÇÕES ,0,PP
2116,ds1,OUTROS MULHERES,3,PP
2117,ds2,OUTROS MULHERES,0,PP
2118,ds3,OUTROS MULHERES,0,PP
2119,ds4,OUTROS MULHERES,0,PP
2120,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,76,PP
2121,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,76,PP
2122,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PP
2123,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PP
2124,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",232,PP
2125,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",232,PP
2126,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",2,PP
2127,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PP
2128,ds1,PUBLICAÇÕES ,101,PP
2129,ds2,PUBLICAÇÕES ,101,PP
2130,ds3,PUBLICAÇÕES ,0,PP
2131,ds4,PUBLICAÇÕES ,0,PP
2132,ds1,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,2,PP
2133,ds2,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,2,PP
2134,ds3,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PP
2135,ds4,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PP
2136,ds1,PROPAGANDA E PUBLICIDADE ,213,PP
2137,ds2,PROPAGANDA E PUBLICIDADE ,213,PP
2138,ds3,PROPAGANDA E PUBLICIDADE ,0,PP
2139,ds4,PROPAGANDA E PUBLICIDADE ,0,PP
2140,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,414,PP
2141,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,414,PP
2142,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,414,PP
2143,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,414,PP
2144,ds1,DESPESAS FINANCEIRAS ,8962,PP
2145,ds2,DESPESAS FINANCEIRAS ,8962,PP
2146,ds3,DESPESAS FINANCEIRAS ,0,PP
2147,ds4,DESPESAS FINANCEIRAS ,0,PP
2148,ds1,SERVIÇOS DE LIMPEZA ,174,PP
2149,ds2,SERVIÇOS DE LIMPEZA ,174,PP
2150,ds3,SERVIÇOS DE LIMPEZA ,1,PP
2151,ds4,SERVIÇOS DE LIMPEZA ,0,PP
2152,ds1,SEGURANÇA E VIGILÂNCIA ,81,PP
2153,ds2,SEGURANÇA E VIGILÂNCIA ,81,PP
2154,ds3,SEGURANÇA E VIGILÂNCIA ,0,PP
2155,ds4,SEGURANÇA E VIGILÂNCIA ,0,PP
2156,ds1,PRODUÇÃO DE AUDIOVISUAIS ,20,PP
2157,ds2,PRODUÇÃO DE AUDIOVISUAIS ,20,PP
2158,ds3,PRODUÇÃO DE AUDIOVISUAIS ,0,PP
2159,ds4,PRODUÇÃO DE AUDIOVISUAIS ,0,PP
2160,ds1,ÁGUA E ESGOTO ,344,PP
2161,ds2,ÁGUA E ESGOTO ,344,PP
2162,ds3,ÁGUA E ESGOTO ,0,PP
2163,ds4,ÁGUA E ESGOTO ,0,PP
2164,ds1,TRIBUTOS ,456,PP
2165,ds2,TRIBUTOS ,456,PP
2166,ds3,TRIBUTOS ,456,PP
2167,ds4,TRIBUTOS ,0,PP
2168,ds1,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,24,PP
2169,ds2,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,24,PP
2170,ds3,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PP
