,dsn,x_ds0,y_total,sg
2867,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PRTB
2868,ds1,TELECOMUNICAÇÕES E INTERNET ,174,PRTB
2869,ds2,TELECOMUNICAÇÕES E INTERNET ,174,PRTB
2870,ds3,TELECOMUNICAÇÕES E INTERNET ,0,PRTB
2871,ds4,TELECOMUNICAÇÕES E INTERNET ,0,PRTB
2872,ds1,ENERGIA ELÉTRICA ,43,PRTB
2873,ds2,ENERGIA ELÉTRICA ,43,PRTB
2874,ds3,ENERGIA ELÉTRICA ,0,PRTB
2875,ds4,ENERGIA ELÉTRICA ,0,PRTB
2876,ds1,ÁGUA E ESGOTO ,33,PRTB
2877,ds2,ÁGUA E ESGOTO ,33,PRTB
2878,ds3,ÁGUA E ESGOTO ,0,PRTB
2879,ds4,ÁGUA E ESGOTO ,0,PRTB
2880,ds1,TRIBUTOS ,128,PRTB
2881,ds2,TRIBUTOS ,128,PRTB
2882,ds3,TRIBUTOS ,128,PRTB
2883,ds4,TRIBUTOS ,0,PRTB
2884,ds1,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,15,PRTB
2885,ds2,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,15,PRTB
2886,ds3,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PRTB
2887,ds4,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PRTB
2888,ds1,PUBLICAÇÕES ,2,PRTB
2889,ds2,PUBLICAÇÕES ,2,PRTB
2890,ds3,PUBLICAÇÕES ,0,PRTB
2891,ds4,PUBLICAÇÕES ,0,PRTB
2892,ds1,ALUGUÉIS E CONDOMÍNIOS ,36,PRTB
2893,ds2,ALUGUÉIS E CONDOMÍNIOS ,36,PRTB
2894,ds3,ALUGUÉIS E CONDOMÍNIOS ,36,PRTB
2895,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PRTB
2896,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,11,PRTB
2897,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,11,PRTB
2898,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,11,PRTB
2899,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,11,PRTB
2900,ds1,PROPAGANDA E PUBLICIDADE ,1,PRTB
2901,ds2,PROPAGANDA E PUBLICIDADE ,1,PRTB
2902,ds3,PROPAGANDA E PUBLICIDADE ,0,PRTB
2903,ds4,PROPAGANDA E PUBLICIDADE ,0,PRTB
2904,ds1,RECOLHIMENTOS AO ERÁRIO ,1,PRTB
2905,ds2,RECOLHIMENTOS AO ERÁRIO ,1,PRTB
2906,ds3,RECOLHIMENTOS AO ERÁRIO ,1,PRTB
2907,ds4,RECOLHIMENTOS AO ERÁRIO ,0,PRTB
2908,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,483,PSB
2909,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,483,PSB
2910,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,483,PSB
2911,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,483,PSB
2912,ds1,TELECOMUNICAÇÕES E INTERNET ,1176,PSB
2913,ds2,TELECOMUNICAÇÕES E INTERNET ,1176,PSB
2914,ds3,TELECOMUNICAÇÕES E INTERNET ,0,PSB
2915,ds4,TELECOMUNICAÇÕES E INTERNET ,0,PSB
2916,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,79,PSB
2917,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,79,PSB
2918,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PSB
2919,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PSB
2920,ds1,TRIBUTOS ,465,PSB
2921,ds2,TRIBUTOS ,465,PSB
2922,ds3,TRIBUTOS ,465,PSB
2923,ds4,TRIBUTOS ,0,PSB
2924,ds1,ALUGUÉIS E CONDOMÍNIOS ,1385,PSB
2925,ds2,ALUGUÉIS E CONDOMÍNIOS ,1385,PSB
2926,ds3,ALUGUÉIS E CONDOMÍNIOS ,1385,PSB
2927,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PSB
2928,ds1,DESPESAS FINANCEIRAS ,7089,PSB
2929,ds2,DESPESAS FINANCEIRAS ,7089,PSB
2930,ds3,DESPESAS FINANCEIRAS ,0,PSB
2931,ds4,DESPESAS FINANCEIRAS ,0,PSB
2932,ds1,SEGUROS ,11,PSB
2933,ds2,SEGUROS ,11,PSB
2934,ds3,SEGUROS ,0,PSB
2935,ds4,SEGUROS ,0,PSB
2936,ds1,DESPESAS JUDICIAIS ,119,PSB
2937,ds2,DESPESAS JUDICIAIS ,119,PSB
2938,ds3,DESPESAS JUDICIAIS ,0,PSB
2939,ds4,DESPESAS JUDICIAIS ,0,PSB
2940,ds1,SERVIÇOS POSTAIS ,123,PSB
2941,ds2,SERVIÇOS POSTAIS ,123,PSB
2942,ds3,SERVIÇOS POSTAIS ,0,PSB
2943,ds4,SERVIÇOS POSTAIS ,0,PSB
2944,ds1,PUBLICAÇÕES ,37,PSB
2945,ds2,PUBLICAÇÕES ,37,PSB
2946,ds3,PUBLICAÇÕES ,0,PSB
2947,ds4,PUBLICAÇÕES ,0,PSB
2948,ds1,PESSOAL ,3480,PSB
2949,ds2,PESSOAL ,3480,PSB
2950,ds3,PESSOAL ,3480,PSB
2951,ds4,PESSOAL ,0,PSB
2952,ds1,ATIVO PERMANENTE ,90,PSB
2953,ds2,ATIVO PERMANENTE ,90,PSB
2954,ds3,ATIVO PERMANENTE ,90,PSB
2955,ds4,ATIVO PERMANENTE ,2,PSB
2956,ds1,PRODUÇÃO DE AUDIOVISUAIS ,83,PSB
2957,ds2,PRODUÇÃO DE AUDIOVISUAIS ,83,PSB
2958,ds3,PRODUÇÃO DE AUDIOVISUAIS ,0,PSB
2959,ds4,PRODUÇÃO DE AUDIOVISUAIS ,0,PSB
2960,ds1,SERVIÇOS CARTORÁRIOS ,64,PSB
2961,ds2,SERVIÇOS CARTORÁRIOS ,64,PSB
2962,ds3,SERVIÇOS CARTORÁRIOS ,0,PSB
2963,ds4,SERVIÇOS CARTORÁRIOS ,0,PSB
2964,ds1,MATERIAL DE CONSUMO ,1275,PSB
2965,ds2,MATERIAL DE CONSUMO ,1275,PSB
2966,ds3,MATERIAL DE CONSUMO ,1275,PSB
2967,ds4,MATERIAL DE CONSUMO ,0,PSB
2968,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,2184,PSB
2969,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,2184,PSB
2970,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,2184,PSB
2971,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,PSB
2972,ds1,LANCHES E REFEIÇÕES ,120,PSB
2973,ds2,LANCHES E REFEIÇÕES ,120,PSB
2974,ds3,LANCHES E REFEIÇÕES ,0,PSB
2975,ds4,LANCHES E REFEIÇÕES ,0,PSB
2976,ds1,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",92,PSB
2977,ds2,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",92,PSB
2978,ds3,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PSB
2979,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PSB
2980,ds1,TRANSPORTES E VIAGENS ,1180,PSB
2981,ds2,TRANSPORTES E VIAGENS ,1180,PSB
2982,ds3,TRANSPORTES E VIAGENS ,1180,PSB
2983,ds4,TRANSPORTES E VIAGENS ,0,PSB
2984,ds1,CONGRESSOS ,86,PSB
2985,ds2,CONGRESSOS ,86,PSB
2986,ds3,CONGRESSOS ,0,PSB
2987,ds4,CONGRESSOS ,0,PSB
2988,ds1,SEMINÁRIOS ,48,PSB
2989,ds2,SEMINÁRIOS ,48,PSB
2990,ds3,SEMINÁRIOS ,0,PSB
2991,ds4,SEMINÁRIOS ,0,PSB
2992,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",381,PSB
2993,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",381,PSB
2994,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",7,PSB
2995,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PSB
2996,ds1,PROPAGANDA E PUBLICIDADE ,151,PSB
2997,ds2,PROPAGANDA E PUBLICIDADE ,151,PSB
2998,ds3,PROPAGANDA E PUBLICIDADE ,0,PSB
2999,ds4,PROPAGANDA E PUBLICIDADE ,0,PSB
3000,ds1,30/07/2018,1,PSB
3001,ds2,30/07/2018,0,PSB
3002,ds3,30/07/2018,0,PSB
3003,ds4,30/07/2018,0,PSB
3004,ds1,SERVIÇOS DE LIMPEZA ,95,PSB
3005,ds2,SERVIÇOS DE LIMPEZA ,95,PSB
3006,ds3,SERVIÇOS DE LIMPEZA ,0,PSB
3007,ds4,SERVIÇOS DE LIMPEZA ,0,PSB
3008,ds1,OUTRAS DESPESAS GERAIS ,690,PSB
3009,ds2,OUTRAS DESPESAS GERAIS ,690,PSB
3010,ds3,OUTRAS DESPESAS GERAIS ,0,PSB
3011,ds4,OUTRAS DESPESAS GERAIS ,0,PSB
3012,ds1,SEGURANÇA E VIGILÂNCIA ,160,PSB
3013,ds2,SEGURANÇA E VIGILÂNCIA ,160,PSB
3014,ds3,SEGURANÇA E VIGILÂNCIA ,0,PSB
3015,ds4,SEGURANÇA E VIGILÂNCIA ,0,PSB
3016,ds1,EVENTOS PROMOCIONAIS ,175,PSB
3017,ds2,EVENTOS PROMOCIONAIS ,175,PSB
3018,ds3,EVENTOS PROMOCIONAIS ,0,PSB
3019,ds4,EVENTOS PROMOCIONAIS ,0,PSB
3020,ds1,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,23,PSB
3021,ds2,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,23,PSB
3022,ds3,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PSB
3023,ds4,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PSB
3024,ds1,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,44,PSB
3025,ds2,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,44,PSB
3026,ds3,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PSB
3027,ds4,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PSB
3028,ds1,ENERGIA ELÉTRICA ,676,PSB
3029,ds2,ENERGIA ELÉTRICA ,676,PSB
3030,ds3,ENERGIA ELÉTRICA ,0,PSB
3031,ds4,ENERGIA ELÉTRICA ,0,PSB
3032,ds1,ADIANTAMENTOS DIVERSOS ,23,PSB
3033,ds2,ADIANTAMENTOS DIVERSOS ,23,PSB
3034,ds3,ADIANTAMENTOS DIVERSOS ,0,PSB
3035,ds4,ADIANTAMENTOS DIVERSOS ,0,PSB
3036,ds1,ÁGUA E ESGOTO ,290,PSB
3037,ds2,ÁGUA E ESGOTO ,290,PSB
3038,ds3,ÁGUA E ESGOTO ,0,PSB
3039,ds4,ÁGUA E ESGOTO ,0,PSB
3040,ds1,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,13,PSB
3041,ds2,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,13,PSB
3042,ds3,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PSB
3043,ds4,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,PSB
3044,ds1,RECOLHIMENTOS AO ERÁRIO ,16,PSB
3045,ds2,RECOLHIMENTOS AO ERÁRIO ,16,PSB
3046,ds3,RECOLHIMENTOS AO ERÁRIO ,16,PSB
3047,ds4,RECOLHIMENTOS AO ERÁRIO ,0,PSB
3048,ds1,16/03/2018,1,PSB
3049,ds2,16/03/2018,0,PSB
3050,ds3,16/03/2018,0,PSB
3051,ds4,16/03/2018,0,PSB
3052,ds1,25/04/2018,1,PSB
3053,ds2,25/04/2018,0,PSB
3054,ds3,25/04/2018,0,PSB
3055,ds4,25/04/2018,0,PSB
3056,ds1,26/06/2018,1,PSB
3057,ds2,26/06/2018,0,PSB
3058,ds3,26/06/2018,0,PSB
3059,ds4,26/06/2018,0,PSB
3060,ds1,02/04/2018,1,PSB
3061,ds2,02/04/2018,0,PSB
3062,ds3,02/04/2018,0,PSB
3063,ds4,02/04/2018,0,PSB
3064,ds1,30/05/2018,1,PSB
3065,ds2,30/05/2018,0,PSB
3066,ds3,30/05/2018,0,PSB
3067,ds4,30/05/2018,0,PSB
3068,ds1,28/08/2018,1,PSB
3069,ds2,28/08/2018,0,PSB
3070,ds3,28/08/2018,0,PSB
3071,ds4,28/08/2018,0,PSB
3072,ds1,29/10/2018,1,PSB
3073,ds2,29/10/2018,0,PSB
3074,ds3,29/10/2018,0,PSB
3075,ds4,29/10/2018,0,PSB
3076,ds1,08/11/2018,1,PSB
3077,ds2,08/11/2018,0,PSB
3078,ds3,08/11/2018,0,PSB
3079,ds4,08/11/2018,0,PSB
3080,ds1,03/12/2018,1,PSB
3081,ds2,03/12/2018,0,PSB
3082,ds3,03/12/2018,0,PSB
3083,ds4,03/12/2018,0,PSB
3084,ds1,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,8,PSB
3085,ds2,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,8,PSB
3086,ds3,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PSB
3087,ds4,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PSB
3088,ds1,CONVENÇÕES PARTIDÁRIAS ,55,PSB
3089,ds2,CONVENÇÕES PARTIDÁRIAS ,55,PSB
3090,ds3,CONVENÇÕES PARTIDÁRIAS ,0,PSB
3091,ds4,CONVENÇÕES PARTIDÁRIAS ,0,PSB
3092,ds1,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,16,PSB
3093,ds2,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,16,PSB
3094,ds3,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PSB
3095,ds4,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PSB
3096,ds1,CONVENÇÕES ,7,PSB
3097,ds2,CONVENÇÕES ,7,PSB
3098,ds3,CONVENÇÕES ,0,PSB
3099,ds4,CONVENÇÕES ,0,PSB
3100,ds1,OUTROS ORDINÁRIAS,15,PSB
3101,ds2,OUTROS ORDINÁRIAS,0,PSB
3102,ds3,OUTROS ORDINÁRIAS,0,PSB
3103,ds4,OUTROS ORDINÁRIAS,0,PSB
3104,ds1,OBRIGAÇÕES DIVERSAS ,73,PSB
3105,ds2,OBRIGAÇÕES DIVERSAS ,73,PSB
3106,ds3,OBRIGAÇÕES DIVERSAS ,0,PSB
3107,ds4,OBRIGAÇÕES DIVERSAS ,0,PSB
3108,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,2,PSB
3109,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,2,PSB
3110,ds3,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PSB
3111,ds4,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PSB
3112,ds1,RÁDIO E TELEVISÃO ,6,PSB
3113,ds2,RÁDIO E TELEVISÃO ,6,PSB
3114,ds3,RÁDIO E TELEVISÃO ,0,PSB
3115,ds4,RÁDIO E TELEVISÃO ,0,PSB
3116,ds1,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,2,PSB
3117,ds2,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,2,PSB
3118,ds3,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PSB
3119,ds4,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PSB
3120,ds1,PESSOAL ,1136,PSC
3121,ds2,PESSOAL ,1136,PSC
3122,ds3,PESSOAL ,1136,PSC
3123,ds4,PESSOAL ,0,PSC
3124,ds1,TRIBUTOS ,371,PSC
3125,ds2,TRIBUTOS ,371,PSC
3126,ds3,TRIBUTOS ,371,PSC
3127,ds4,TRIBUTOS ,0,PSC
3128,ds1,DESPESAS FINANCEIRAS ,3850,PSC
3129,ds2,DESPESAS FINANCEIRAS ,3850,PSC
3130,ds3,DESPESAS FINANCEIRAS ,0,PSC
3131,ds4,DESPESAS FINANCEIRAS ,0,PSC
3132,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,323,PSC
3133,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,323,PSC
3134,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,323,PSC
3135,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,323,PSC
3136,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,659,PSC
3137,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,659,PSC
3138,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,659,PSC
3139,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,PSC
3140,ds1,SERVIÇOS CARTORÁRIOS ,97,PSC
3141,ds2,SERVIÇOS CARTORÁRIOS ,97,PSC
3142,ds3,SERVIÇOS CARTORÁRIOS ,0,PSC
3143,ds4,SERVIÇOS CARTORÁRIOS ,0,PSC
3144,ds1,TRANSPORTES E VIAGENS ,696,PSC
3145,ds2,TRANSPORTES E VIAGENS ,696,PSC
3146,ds3,TRANSPORTES E VIAGENS ,696,PSC
3147,ds4,TRANSPORTES E VIAGENS ,0,PSC
3148,ds1,MATERIAL DE CONSUMO ,322,PSC
3149,ds2,MATERIAL DE CONSUMO ,322,PSC
3150,ds3,MATERIAL DE CONSUMO ,322,PSC
3151,ds4,MATERIAL DE CONSUMO ,0,PSC
3152,ds1,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",20,PSC
3153,ds2,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",20,PSC
3154,ds3,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PSC
3155,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,PSC
3156,ds1,ALUGUÉIS E CONDOMÍNIOS ,837,PSC
3157,ds2,ALUGUÉIS E CONDOMÍNIOS ,837,PSC
3158,ds3,ALUGUÉIS E CONDOMÍNIOS ,837,PSC
3159,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PSC
3160,ds1,PRODUÇÃO DE AUDIOVISUAIS ,24,PSC
3161,ds2,PRODUÇÃO DE AUDIOVISUAIS ,24,PSC
3162,ds3,PRODUÇÃO DE AUDIOVISUAIS ,0,PSC
3163,ds4,PRODUÇÃO DE AUDIOVISUAIS ,0,PSC
3164,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",181,PSC
3165,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",181,PSC
3166,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",1,PSC
3167,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,PSC
3168,ds1,OUTRAS DESPESAS GERAIS ,129,PSC
3169,ds2,OUTRAS DESPESAS GERAIS ,129,PSC
3170,ds3,OUTRAS DESPESAS GERAIS ,0,PSC
3171,ds4,OUTRAS DESPESAS GERAIS ,0,PSC
3172,ds1,ATIVO PERMANENTE ,58,PSC
3173,ds2,ATIVO PERMANENTE ,58,PSC
3174,ds3,ATIVO PERMANENTE ,58,PSC
3175,ds4,ATIVO PERMANENTE ,0,PSC
3176,ds1,SERVIÇOS POSTAIS ,35,PSC
3177,ds2,SERVIÇOS POSTAIS ,35,PSC
3178,ds3,SERVIÇOS POSTAIS ,0,PSC
3179,ds4,SERVIÇOS POSTAIS ,0,PSC
3180,ds1,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,4,PSC
3181,ds2,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,4,PSC
3182,ds3,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PSC
3183,ds4,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,PSC
3184,ds1,TELECOMUNICAÇÕES E INTERNET ,497,PSC
3185,ds2,TELECOMUNICAÇÕES E INTERNET ,497,PSC
3186,ds3,TELECOMUNICAÇÕES E INTERNET ,0,PSC
3187,ds4,TELECOMUNICAÇÕES E INTERNET ,0,PSC
3188,ds1,ENERGIA ELÉTRICA ,327,PSC
3189,ds2,ENERGIA ELÉTRICA ,327,PSC
3190,ds3,ENERGIA ELÉTRICA ,0,PSC
3191,ds4,ENERGIA ELÉTRICA ,0,PSC
3192,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,22,PSC
3193,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,22,PSC
3194,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PSC
3195,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,PSC
3196,ds1,EVENTOS PROMOCIONAIS ,51,PSC
3197,ds2,EVENTOS PROMOCIONAIS ,51,PSC
3198,ds3,EVENTOS PROMOCIONAIS ,0,PSC
3199,ds4,EVENTOS PROMOCIONAIS ,0,PSC
3200,ds1,LANCHES E REFEIÇÕES ,174,PSC
3201,ds2,LANCHES E REFEIÇÕES ,174,PSC
3202,ds3,LANCHES E REFEIÇÕES ,0,PSC
3203,ds4,LANCHES E REFEIÇÕES ,0,PSC
3204,ds1,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,9,PSC
3205,ds2,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,9,PSC
3206,ds3,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PSC
3207,ds4,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,PSC
3208,ds1,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,7,PSC
3209,ds2,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,7,PSC
3210,ds3,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PSC
3211,ds4,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,PSC
3212,ds1,PUBLICAÇÕES ,17,PSC
3213,ds2,PUBLICAÇÕES ,17,PSC
3214,ds3,PUBLICAÇÕES ,0,PSC
3215,ds4,PUBLICAÇÕES ,0,PSC
3216,ds1,ADIANTAMENTOS DIVERSOS ,5,PSC
3217,ds2,ADIANTAMENTOS DIVERSOS ,5,PSC
3218,ds3,ADIANTAMENTOS DIVERSOS ,0,PSC
3219,ds4,ADIANTAMENTOS DIVERSOS ,0,PSC
3220,ds1,OUTROS ORDINÁRIAS,51,PSC
3221,ds2,OUTROS ORDINÁRIAS,0,PSC
3222,ds3,OUTROS ORDINÁRIAS,0,PSC
3223,ds4,OUTROS ORDINÁRIAS,0,PSC
3224,ds1,SERVIÇOS DE LIMPEZA ,46,PSC
3225,ds2,SERVIÇOS DE LIMPEZA ,46,PSC
3226,ds3,SERVIÇOS DE LIMPEZA ,1,PSC
3227,ds4,SERVIÇOS DE LIMPEZA ,0,PSC
3228,ds1,RECOLHIMENTOS AO ERÁRIO ,4,PSC
3229,ds2,RECOLHIMENTOS AO ERÁRIO ,4,PSC
3230,ds3,RECOLHIMENTOS AO ERÁRIO ,4,PSC
3231,ds4,RECOLHIMENTOS AO ERÁRIO ,0,PSC
3232,ds1,SEMINÁRIOS ,7,PSC
3233,ds2,SEMINÁRIOS ,7,PSC
3234,ds3,SEMINÁRIOS ,0,PSC
3235,ds4,SEMINÁRIOS ,0,PSC
3236,ds1,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,8,PSC
3237,ds2,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,8,PSC
3238,ds3,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PSC
3239,ds4,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,PSC
3240,ds1,SEGUROS ,7,PSC
3241,ds2,SEGUROS ,7,PSC
3242,ds3,SEGUROS ,0,PSC
3243,ds4,SEGUROS ,0,PSC
3244,ds1,PROPAGANDA E PUBLICIDADE ,24,PSC
3245,ds2,PROPAGANDA E PUBLICIDADE ,24,PSC
3246,ds3,PROPAGANDA E PUBLICIDADE ,0,PSC
3247,ds4,PROPAGANDA E PUBLICIDADE ,0,PSC
3248,ds1,DESPESAS JUDICIAIS ,36,PSC
3249,ds2,DESPESAS JUDICIAIS ,36,PSC
3250,ds3,DESPESAS JUDICIAIS ,0,PSC
3251,ds4,DESPESAS JUDICIAIS ,0,PSC
3252,ds1,CONGRESSOS ,2,PSC
3253,ds2,CONGRESSOS ,2,PSC
3254,ds3,CONGRESSOS ,0,PSC
3255,ds4,CONGRESSOS ,0,PSC
3256,ds1,ÁGUA E ESGOTO ,89,PSC
3257,ds2,ÁGUA E ESGOTO ,89,PSC
3258,ds3,ÁGUA E ESGOTO ,0,PSC
3259,ds4,ÁGUA E ESGOTO ,0,PSC
3260,ds1,CONVENÇÕES PARTIDÁRIAS ,12,PSC
3261,ds2,CONVENÇÕES PARTIDÁRIAS ,12,PSC
3262,ds3,CONVENÇÕES PARTIDÁRIAS ,0,PSC
3263,ds4,CONVENÇÕES PARTIDÁRIAS ,0,PSC
3264,ds1,DESPESAS GERAIS ,3,PSC
3265,ds2,DESPESAS GERAIS ,3,PSC
3266,ds3,DESPESAS GERAIS ,3,PSC
3267,ds4,DESPESAS GERAIS ,0,PSC
3268,ds1,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,5,PSC
3269,ds2,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,5,PSC
3270,ds3,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PSC
3271,ds4,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,PSC
3272,ds1,SEGURANÇA E VIGILÂNCIA ,21,PSC
3273,ds2,SEGURANÇA E VIGILÂNCIA ,21,PSC
3274,ds3,SEGURANÇA E VIGILÂNCIA ,2,PSC
3275,ds4,SEGURANÇA E VIGILÂNCIA ,0,PSC
3276,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,1,PSC
3277,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,1,PSC
